Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,828.8652174
FDZ08,OUT046,1382.401249
NCJ05,OUT018,2173.156617
FDF59,OUT046,2059.003817
NCO05,OUT035,1666.943854
FDW24,OUT018,559.1656933
NCX42,OUT018,2345.728217
NCA53,OUT035,859.2770986
FDI45,OUT019,951.034401
FDG46,OUT046,1856.645682
FDM20,OUT010,1967.93822
FDW11,OUT010,891.0983015
FDX08,OUT035,2936.422109
NCK17,OUT035,735.6005615
FDK32,OUT018,2212.959723
NCA42,OUT035,2562.834946
DRI01,OUT035,2747.869903
NCL55,OUT049,4089.689339
DRE25,OUT018,1219.864381
FDD14,OUT017,3056.96944
FDB10,OUT046,3716.6212
DRN11,OUT035,2345.18101
FDP38,OUT018,607.0619349
NCA30,OUT017,3082.867484
FDT15,OUT017,3123.37933
NCP55,OUT018,657.3881412
FDF12,OUT035,2417.428535
FDM21,OUT018,3756.835644
FDX56,OUT035,3379.461694
FDF10,OUT017,2473.81004
FDT32,OUT045,3065.180677
FDM51,OUT018,1407.856493
NCR50,OUT018,2154.931877
FDI19,OUT049,3932.394332
FDX21,OUT017,1867.415296
FDR31,OUT035,2447.033918
FDY02,OUT013,4144.267481
NCA29,OUT045,2665.20628
NCX17,OUT046,3641.440534
FDM12,OUT045,3046.783697
FDI53,OUT027,4003.495159
NCU30,OUT049,2676.741624
FDC56,OUT027,3408.924328
FDK27,OUT018,1710.065555
NCK18,OUT017,2767.917855
FDB52,OUT019,2128.622156
DRG25,OUT027,4423.643191
FDZ13,OUT049,1013.577709
FDB57,OUT019,1725.428468
FDR40,OUT046,1371.467416
NCO14,OUT019,1174.293691
NCN19,OUT045,3005.035397
FDQ28,OUT019,585.12105
FDO13,OUT018,2355.338991
FDK48,OUT013,1291.718491
FDU07,OUT018,2186.553749
FDW20,OUT046,2002.426822
FDV12,OUT010,283.5857416
FDH24,OUT013,2558.010759
FDV59,OUT049,3527.673548
FDK57,OUT045,1902.45744
FDL16,OUT027,2164.938826
NCQ17,OUT046,2458.166577
FDJ15,OUT018,2664.274617
FDX24,OUT049,1611.165286
FDT47,OUT046,1606.600876
FDT10,OUT049,1131.266726
FDZ37,OUT018,1226.015939
FDW43,OUT027,5161.878279
DRN36,OUT017,1663.000978
FDJ14,OUT045,1371.74208
FDA32,OUT013,3511.012125
FDJ38,OUT019,1192.020744
FDQ57,OUT017,2475.87141
NCQ41,OUT019,1170.12581
FDG56,OUT049,1156.794043
DRC13,OUT027,3459.95048
FDV55,OUT035,2386.455067
FDQ49,OUT045,2536.152753
FDE29,OUT010,975.0480092
FDR03,OUT013,3332.53347
FDD45,OUT049,1631.157784
FDN38,OUT010,2088.816463
FDT56,OUT046,1020.586581
FDT48,OUT045,3167.230936
FDU03,OUT049,3003.671287
FDC56,OUT010,1.117483859
NCO43,OUT027,3035.366632
FDQ27,OUT017,1833.665402
FDR03,OUT046,3318.913933
DRH23,OUT010,1059.766556
FDG22,OUT045,671.2727701
NCJ42,OUT013,1674.981181
FDR24,OUT046,1507.654759
FDW60,OUT035,2903.763385
FDJ08,OUT013,3068.900219
DRL59,OUT018,599.5199615
FDG60,OUT010,1760.709149
FDW27,OUT017,2671.938484
FDX14,OUT018,927.5298163
FDC20,OUT013,999.9749366
NCS29,OUT018,3877.31904
FDJ56,OUT046,1627.109477
FDB20,OUT019,610.8194595
FDL28,OUT027,5082.902583
FDW01,OUT018,2169.022992
FDL03,OUT046,3182.433494
FDX22,OUT049,3455.587146
FDJ21,OUT035,2393.37123
FDR31,OUT045,2420.699741
FDG21,OUT035,2672.739768
FDS22,OUT027,2210.950981
FDK08,OUT035,1714.383901
FDE17,OUT018,2155.442025
NCN30,OUT017,1662.826496
FDT50,OUT046,1556.605832
NCX42,OUT049,2681.19935
FDJ12,OUT035,3392.424081
NCA18,OUT027,3299.746502
FDP23,OUT019,1557.646232
FDX12,OUT013,3885.549837
FDN40,OUT018,2130.389772
FDV48,OUT035,1364.976063
NCY54,OUT013,2705.606143
FDL16,OUT010,1211.973811
FDR45,OUT018,3516.394135
FDJ52,OUT046,2551.392244
DRG01,OUT017,1377.625873
FDP52,OUT013,3699.06239
FDU58,OUT017,3147.646222
FDL02,OUT045,1743.831895
FDG28,OUT013,3909.673244
FDA19,OUT035,2146.318589
FDW46,OUT027,2571.426835
NCD43,OUT049,1735.976796
DRG39,OUT013,895.4544599
NCF55,OUT049,682.6482355
FDJ07,OUT046,1909.681994
FDE08,OUT046,2424.75999
FDP56,OUT019,1035.975012
FDT45,OUT045,863.3707646
FDF17,OUT018,2797.991229
FDX44,OUT046,1459.286679
FDM28,OUT027,4284.987686
FDI36,OUT049,3279.211991
FDS07,OUT045,1860.820136
FDD36,OUT045,1886.517187
FDW11,OUT046,1009.012054
FDN40,OUT049,2531.330805
NCQ18,OUT049,1623.22385
NCQ54,OUT017,2764.559017
NCS42,OUT045,1432.403753
DRH39,OUT010,698.6553545
FDC09,OUT027,3201.848506
FDT08,OUT010,521.1553307
FDC08,OUT035,3681.164726
FDT20,OUT017,815.9352663
FDS35,OUT035,1101.265928
FDX58,OUT018,2612.688225
FDW58,OUT046,1691.253546
DRD27,OUT046,1596.287491
FDH32,OUT019,300.1256194
FDS26,OUT035,4138.925814
FDQ31,OUT046,1487.36898
FDP11,OUT018,3203.388216
FDD58,OUT017,1741.562227
FDM33,OUT045,3428.358809
FDZ16,OUT049,3193.802463
NCS29,OUT010,2250.39441
NCM18,OUT019,956.3455076
FDP11,OUT049,3576.280245
NCC42,OUT017,2394.395845
DRM23,OUT046,2729.385399
NCN55,OUT027,5214.297168
FDK46,OUT013,4103.220837
FDR01,OUT046,3227.62711
NCA05,OUT045,2379.046599
NCP43,OUT017,2956.318097
FDR12,OUT010,845.2475848
FDQ01,OUT013,4125.343376
FDM13,OUT046,2110.173536
FDQ19,OUT017,4068.447888
FDK56,OUT019,1056.838027
NCX06,OUT010,961.1137127
FDO56,OUT027,3433.706613
FDU45,OUT045,1834.605914
FDI16,OUT019,1003.316784
FDL32,OUT046,1874.884902
FDA07,OUT046,2062.005993
FDA14,OUT045,2283.759081
FDV46,OUT027,3686.89293
NCO07,OUT035,3414.030468
NCP41,OUT046,1704.534083
FDY60,OUT018,2040.942171
FDN38,OUT017,4174.690953
FDO15,OUT046,1276.314081
FDT60,OUT013,1991.377508
FDA55,OUT035,3672.061055
FDE02,OUT010,378.6458131
DRJ39,OUT049,3595.962654
FDV34,OUT035,1311.850273
FDS20,OUT027,4409.601913
FDF02,OUT027,3127.316958
FDW40,OUT017,2436.923505
NCB43,OUT046,2918.84841
FDR58,OUT017,1611.639376
DRJ59,OUT035,738.890851
NCD30,OUT017,1707.737606
FDE14,OUT017,1798.581454
FDC28,OUT018,1438.875289
FDU16,OUT018,1104.391343
NCD19,OUT035,952.99084
FDU21,OUT046,644.4274449
FDV59,OUT027,4901.081993
FDU03,OUT045,2918.233347
FDC33,OUT010,1311.512909
NCR42,OUT035,619.0821709
DRH59,OUT035,1279.361438
NCM31,OUT035,2308.248798
FDS50,OUT035,3518.043679
FDP39,OUT046,873.2274544
FDQ55,OUT013,1988.973515
FDV36,OUT019,109.5725326
FDI05,OUT027,2703.772969
FDS45,OUT027,3216.161876
FDA39,OUT045,661.4504699
FDC37,OUT010,165.4621053
FDJ60,OUT027,4140.85642
DRQ35,OUT046,1974.75119
NCJ06,OUT046,1890.989937
NCY42,OUT018,2008.681433
DRM37,OUT049,3183.504772
FDR14,OUT045,778.2326719
FDE51,OUT049,828.0297401
FDT33,OUT017,2834.794711
FDR08,OUT013,1875.557112
FDE36,OUT010,730.044531
FDL22,OUT019,439.9073524
FDR44,OUT013,2203.699262
FDI56,OUT019,433.4081165
FDE47,OUT010,140.5961425
FDV27,OUT010,415.5314078
FDV10,OUT049,836.5580528
FDC40,OUT045,1254.132112
NCX41,OUT013,3368.897992
NCQ38,OUT027,3131.976992
FDV12,OUT027,3114.979141
FDE52,OUT017,1571.972938
FDG20,OUT027,4319.816038
FDV16,OUT027,2048.584322
FDI32,OUT017,1983.310042
FDJ32,OUT049,1144.252564
FDN39,OUT018,2462.562953
FDY34,OUT017,2848.960835
FDC14,OUT035,820.7591924
FDA55,OUT017,3771.425793
FDZ50,OUT010,957.433633
DRG13,OUT049,2704.853496
FDP01,OUT013,2516.674367
NCG54,OUT017,2848.452888
FDM13,OUT045,2109.332886
NCO18,OUT027,4261.846091
NCW41,OUT013,2523.050021
FDM52,OUT027,3794.49253
NCF55,OUT035,625.530932
FDT09,OUT046,2145.74248
NCM19,OUT035,1812.948463
FDW12,OUT018,2110.251096
FDP15,OUT019,2139.950294
FDK36,OUT045,811.5340032
FDZ25,OUT035,2856.54052
NCW06,OUT049,3130.088644
FDW60,OUT046,2892.284605
DRC49,OUT013,2324.964218
NCT17,OUT035,3055.446224
NCN06,OUT018,2298.057518
FDC45,OUT013,2760.169645
DRJ47,OUT019,831.3450043
NCF06,OUT045,4047.176196
FDE21,OUT010,7.016778811
DRG27,OUT013,709.9960438
FDW40,OUT049,2365.108967
NCO53,OUT046,2901.845747
FDE23,OUT049,913.6472989
FDQ16,OUT046,1724.059563
FDS26,OUT045,4031.56933
FDZ13,OUT010,1076.580104
FDS14,OUT049,2544.054789
FDC10,OUT045,1928.298619
FDY16,OUT049,3045.359537
FDJ20,OUT035,2123.749382
FDV43,OUT035,794.6319163
FDZ32,OUT027,3234.50518
FDR23,OUT046,2782.425978
FDN24,OUT035,916.7301964
FDE34,OUT027,4338.0618
FDU31,OUT013,3566.963849
FDW33,OUT018,1434.517313
FDU26,OUT046,1879.238423
FDE20,OUT027,4235.233316
NCW05,OUT035,1724.560982
FDB22,OUT018,2133.915336
FDO56,OUT046,1943.452251
FDA19,OUT027,3559.891456
DRI39,OUT045,904.718925
FDH52,OUT018,735.9886716
FDZ50,OUT035,2942.070514
NCN42,OUT035,2372.099512
FDB53,OUT013,2357.261658
DRG11,OUT017,1897.48549
DRK11,OUT027,3837.863161
FDQ60,OUT017,2139.151413
FDT36,OUT017,718.1551333
DRG25,OUT018,2652.05124
DRJ23,OUT046,3025.685058
FDG05,OUT035,2580.996446
NCK06,OUT018,1645.179928
FDU52,OUT017,2581.85532
FDW07,OUT018,1201.887505
NCM17,OUT045,732.4478858
FDA22,OUT045,2692.000667
NCA41,OUT018,2799.415179
FDF38,OUT035,831.1405346
FDH52,OUT046,1044.951273
FDY58,OUT019,1679.13716
FDZ16,OUT045,3080.752904
NCM18,OUT017,1118.370252
FDA22,OUT018,2397.871463
NCJ43,OUT035,2826.261571
FDI34,OUT027,5126.268141
FDG56,OUT046,1077.310653
FDS34,OUT046,1883.639883
DRC01,OUT035,918.8356813
FDQ04,OUT035,690.423547
FDK04,OUT035,986.5148205
FDT51,OUT049,1922.553415
FDV26,OUT017,3242.663202
FDS04,OUT049,2351.654773
FDW43,OUT018,3410.689378
FDQ28,OUT010,552.31032
NCK06,OUT017,2065.016364
FDS23,OUT018,1798.671485
FDZ36,OUT019,1120.824134
FDE56,OUT018,796.2110751
FDW10,OUT027,4220.713294
NCN14,OUT045,2905.046397
NCQ18,OUT045,1521.081073
FDW08,OUT017,1886.444113
FDU43,OUT035,3859.976038
FDR33,OUT010,170.1191787
FDM24,OUT010,524.9065298
NCZ05,OUT046,1653.24328
NCV41,OUT035,1858.142326
FDV11,OUT018,2533.604649
NCY05,OUT035,673.5494584
FDV44,OUT018,2796.09901
FDW32,OUT049,1529.834714
NCU18,OUT027,3698.586857
NCC43,OUT035,3989.058661
FDW19,OUT013,1893.252348
FDN31,OUT035,3119.497875
FDI48,OUT045,875.341865
FDS24,OUT017,1638.188746
FDF46,OUT049,1938.415142
DRG23,OUT017,2562.425871
FDG14,OUT018,2202.975939
NCY30,OUT049,2915.069438
FDO28,OUT018,1655.521512
DRD24,OUT035,2306.020748
FDI33,OUT049,1549.783302
FDN32,OUT046,2986.38892
FDR16,OUT045,3370.61028
FDF26,OUT046,2524.754523
NCN29,OUT018,541.1314192
FDE20,OUT045,2756.087658
FDA46,OUT046,3033.147218
FDU28,OUT045,2978.468035
FDQ48,OUT045,1640.651298
FDV36,OUT013,2078.43177
FDR14,OUT018,526.1220588
FDP23,OUT017,3590.060654
FDP56,OUT013,919.0171558
FDK48,OUT010,664.1160968
FDR48,OUT046,2418.243323
NCY29,OUT049,1032.62454
FDM22,OUT018,644.3618556
DRJ01,OUT013,2588.07588
FDZ43,OUT045,3923.647084
FDV03,OUT035,2512.545869
FDX11,OUT027,4370.180002
NCA41,OUT027,4523.710498
FDE38,OUT017,2835.752068
FDI27,OUT018,483.0682595
FDN32,OUT013,2981.382774
NCN43,OUT017,2081.2723
FDB47,OUT027,4726.123991
FDV03,OUT017,2619.697896
NCN30,OUT045,1544.880437
NCV54,OUT010,10.73930235
FDV07,OUT013,1838.495244
FDP07,OUT049,3262.276265
FDK48,OUT018,930.0526272
FDM15,OUT019,556.2952319
FDY19,OUT027,3375.162313
FDK46,OUT046,4095.758452
FDY11,OUT045,1125.901094
FDH09,OUT046,1057.552758
FDO08,OUT027,4160.359618
FDU14,OUT013,3942.905982
FDD22,OUT027,3250.869872
FDM27,OUT017,2670.754878
FDL02,OUT027,3222.801526
NCA17,OUT035,2390.521551
FDE38,OUT019,756.5842152
NCG07,OUT049,3057.372781
DRC27,OUT013,3935.667341
FDA27,OUT035,4076.803924
FDW40,OUT045,2262.969316
DRI11,OUT013,1893.261677
FDN50,OUT046,1606.834535
FDR12,OUT046,2772.390502
FDT34,OUT027,3104.268835
FDW11,OUT035,1071.897646
NCO30,OUT027,4341.572006
FDZ34,OUT017,3249.366418
FDU45,OUT017,1994.596184
NCD42,OUT035,683.9282235
FDX25,OUT045,2889.195723
NCR29,OUT046,930.0326487
FDX43,OUT019,811.5988399
FDB04,OUT010,520.1248725
FDR49,OUT027,2239.941801
FDS39,OUT018,1998.961716
FDW58,OUT045,1690.763182
FDG22,OUT019,1218.443687
FDG31,OUT017,1182.131971
NCV53,OUT027,5239.515994
DRJ37,OUT035,2423.726221
FDV07,OUT035,1859.651102
FDW52,OUT018,2385.266392
FDT15,OUT045,2969.625773
FDD02,OUT018,1656.094378
FDM16,OUT035,1277.683209
NCE55,OUT046,2744.162341
FDB57,OUT018,3315.982612
FDQ04,OUT013,728.4694745
FDQ47,OUT019,1306.154854
FDY14,OUT019,2212.320514
DRK37,OUT017,3117.852104
FDO25,OUT017,3483.300417
FDL57,OUT046,4136.95889
NCK29,OUT018,1680.810622
FDK46,OUT027,5556.08766
NCB43,OUT010,978.4228238
DRE01,OUT027,5220.260289
FDC46,OUT018,2638.384153
FDQ23,OUT045,1686.626503
FDX38,OUT049,922.5243055
FDG60,OUT018,3456.424834
FDW55,OUT017,4133.565507
FDP39,OUT013,866.6734586
FDB20,OUT018,1041.347816
FDV21,OUT017,2124.578777
FDZ02,OUT013,1594.992457
FDP19,OUT027,3520.89752
FDA38,OUT035,3842.671831
FDH22,OUT045,1995.159317
DRM11,OUT045,4122.662271
FDO12,OUT027,4541.279485
FDT14,OUT049,2003.1585
FDW34,OUT010,1930.927101
FDG04,OUT027,4426.362268
FDW59,OUT018,1117.810817
FDR33,OUT018,1478.525698
FDP32,OUT013,2125.927821
FDL13,OUT027,5181.828132
FDD22,OUT013,1839.782471
FDV40,OUT027,2597.130429
NCD55,OUT046,674.5530138
FDQ20,OUT010,1169.907167
FDD28,OUT045,922.9492296
FDC39,OUT045,3227.745011
NCR17,OUT049,1981.761501
DRO35,OUT018,1596.835229
FDF40,OUT049,4036.786692
FDR31,OUT018,2109.451305
NCQ41,OUT017,3234.986499
FDP38,OUT046,869.281667
NCU54,OUT027,4726.295603
FDG22,OUT018,356.9123627
DRK59,OUT013,3738.823374
FDC37,OUT046,1718.263074
NCO42,OUT013,2330.510776
NCT42,OUT017,2516.836267
FDX27,OUT035,1552.876608
FDV40,OUT018,916.2031161
FDT45,OUT027,2347.972267
FDS47,OUT019,500.8345559
FDR45,OUT035,3815.014177
FDB03,OUT045,3743.342561
FDO49,OUT035,975.2375205
FDU60,OUT027,4155.372093
FDB26,OUT018,663.5193618
FDB46,OUT017,3554.007844
FDQ37,OUT019,1192.370257
FDN03,OUT017,4147.045069
NCX30,OUT045,3889.105294
FDK32,OUT019,621.6538667
DRM47,OUT013,3087.034971
NCO02,OUT046,1081.35879
FDP04,OUT013,1071.991507
NCO43,OUT049,1711.38557
FDD59,OUT013,1418.531431
FDQ10,OUT017,2870.626751
FDW45,OUT035,2405.953655
NCK30,OUT049,4096.608703
FDU31,OUT018,3211.617174
NCQ17,OUT019,530.874547
FDN01,OUT017,2940.116095
FDZ19,OUT049,2903.835576
DRG37,OUT017,2607.436959
FDE32,OUT045,662.1892877
FDO34,OUT049,2761.81116
FDM04,OUT019,1033.810194
FDZ25,OUT049,2887.173919
FDU08,OUT049,1736.251689
NCW30,OUT045,4052.838683
NCM18,OUT013,996.3325793
FDS22,OUT035,800.5100916
NCH18,OUT017,3986.549298
FDC23,OUT013,2898.991299
FDY46,OUT013,2981.460215
NCU06,OUT046,3592.671769
FDX57,OUT045,1607.71802
FDX36,OUT027,5034.922352
FDL16,OUT045,719.0625237
FDT16,OUT010,2221.798831
FDN16,OUT018,1390.390119
FDC03,OUT046,3104.391859
DRF60,OUT013,3782.451392
FDS27,OUT027,4605.65968
FDP33,OUT010,2088.000579
FDJ36,OUT018,1373.325659
NCR42,OUT013,555.868299
FDV14,OUT017,1493.242842
NCP42,OUT035,3123.835742
FDB50,OUT027,2740.882489
NCC30,OUT027,4234.188727
FDA23,OUT018,1362.393054
FDW16,OUT017,1636.216199
FDQ52,OUT010,1948.170499
FDB58,OUT049,2432.730308
NCP29,OUT049,1144.710808
NCM05,OUT045,4153.403684
FDO25,OUT013,3389.365974
NCM54,OUT046,2010.596811
NCL54,OUT046,2717.845354
FDL39,OUT010,950.2347257
FDF53,OUT018,2592.537815
NCQ42,OUT035,2063.168594
FDF58,OUT013,1063.481993
FDZ04,OUT035,1078.929885
FDE26,OUT019,399.7545301
FDS60,OUT017,2999.090262
FDV58,OUT017,3249.004556
FDM04,OUT045,865.1157873
FDE08,OUT035,2419.104954
NCB43,OUT049,3015.457197
FDU11,OUT010,17.12310159
FDF22,OUT019,1456.892794
FDE24,OUT013,2282.626467
DRJ49,OUT046,2086.009696
NCQ53,OUT035,3775.799039
NCL41,OUT013,634.6214287
FDR22,OUT013,1852.573928
FDH04,OUT035,1568.878363
DRH15,OUT045,708.9036306
FDY40,OUT049,925.8109772
NCI17,OUT035,1607.535878
NCC18,OUT013,2755.317004
FDY28,OUT027,4799.403128
FDB45,OUT027,3165.902322
NCL30,OUT018,1719.377096
FDM10,OUT017,3496.772236
FDH22,OUT027,3473.575469
NCZ53,OUT017,3159.292638
NCI18,OUT013,3525.430719
FDH14,OUT027,3793.387744
FDR36,OUT027,2215.400096
FDW01,OUT045,2431.98815
FDK02,OUT027,3389.354434
FDJ02,OUT018,2142.771836
FDU55,OUT013,4178.586742
NCV18,OUT027,2780.747799
FDH14,OUT018,2009.388441
FDZ37,OUT045,1506.096265
FDX49,OUT049,3839.821606
NCD43,OUT046,1661.147614
FDZ07,OUT013,1106.430956
FDK43,OUT035,2083.620173
FDR32,OUT018,3418.384964
FDT39,OUT013,2510.534963
NCV54,OUT017,2041.532356
FDF38,OUT018,506.0413103
FDV60,OUT046,3159.855597
FDH44,OUT027,3846.982077
FDS21,OUT046,1047.804327
NCL41,OUT045,593.6171927
FDM46,OUT017,1634.40995
FDU27,OUT045,835.6156707
NCJ54,OUT017,3794.095233
DRG51,OUT018,2372.872343
NCA29,OUT019,784.7339486
FDR47,OUT045,3069.71599
NCL19,OUT027,3706.572522
DRG01,OUT049,1312.780369
FDG10,OUT046,1005.850244
NCV05,OUT049,2530.461631
NCH18,OUT019,1924.04141
FDV14,OUT018,1076.534412
DRJ23,OUT035,3071.435191
DRJ11,OUT046,2969.145527
FDZ03,OUT017,3080.971849
FDI27,OUT010,1149.720949
FDJ14,OUT018,1125.9184
FDU32,OUT017,2116.651937
FDD47,OUT027,4223.616431
DRF36,OUT035,3052.160984
FDM21,OUT046,4067.374381
FDV10,OUT018,482.3602594
FDH60,OUT018,2846.731427
FDX47,OUT010,632.6207132
FDT19,OUT019,913.8398165
FDO11,OUT045,4011.133202
FDH24,OUT027,3974.40711
FDL02,OUT018,1512.003512
FDB02,OUT049,2973.314078
FDA43,OUT046,3133.90907
FDG52,OUT045,738.8142689
DRC12,OUT013,3016.611025
FDY37,OUT018,2066.313333
NCU18,OUT045,2211.554962
FDU09,OUT035,1012.867739
DRJ25,OUT027,2230.20329
DRE12,OUT018,1516.719988
DRL47,OUT017,2149.676362
DRK01,OUT046,1528.133699
FDC22,OUT019,1138.505217
FDG44,OUT013,936.7503697
FDW04,OUT035,2153.524258
FDK09,OUT049,3686.441162
NCN43,OUT035,1997.420187
FDG04,OUT049,3057.81195
FDH32,OUT010,361.6643878
DRI47,OUT017,2476.67385
DRE15,OUT013,1267.351774
FDY11,OUT035,1214.535362
FDO60,OUT049,848.290549
FDQ20,OUT018,458.9298363
FDO57,OUT027,3998.206993
FDT14,OUT019,11.11282151
FDA57,OUT049,774.0014321
DRN35,OUT017,757.7602343
FDJ03,OUT046,831.0266086
FDX28,OUT017,1737.65572
DRE25,OUT045,1436.101441
FDR09,OUT046,4095.495486
FDB23,OUT035,3706.005385
FDO08,OUT045,2670.362276
FDQ23,OUT049,1743.583214
FDW04,OUT013,2135.487651
DRK13,OUT010,1178.445853
NCL17,OUT027,3708.526193
FDY21,OUT035,3101.612509
FDJ38,OUT027,4517.756707
FDA37,OUT019,196.2967175
FDV43,OUT013,806.1951081
FDL36,OUT046,1481.331787
FDD53,OUT045,656.6716802
FDZ19,OUT010,906.702703
FDV21,OUT045,1970.928032
NCL54,OUT018,2440.077059
DRI47,OUT027,3765.123224
DRG03,OUT049,2576.779517
FDG21,OUT013,2629.791844
FDW03,OUT018,1463.654592
NCI55,OUT046,1916.275994
DRC36,OUT019,912.202667
FDH22,OUT017,2178.435012
FDV20,OUT045,2103.905449
NCU41,OUT027,4503.365449
FDN46,OUT027,3145.250758
FDK50,OUT045,2602.388892
NCA05,OUT027,3805.004386
DRH01,OUT018,2444.907206
FDT08,OUT018,2140.402554
FDM08,OUT018,3346.582915
FDZ07,OUT035,1112.000509
FDS22,OUT017,945.0929951
FDV35,OUT027,3936.597317
FDI28,OUT010,662.9069636
FDW58,OUT027,3185.540851
FDT52,OUT045,3882.887087
FDY34,OUT046,2658.613378
FDR10,OUT046,2558.608983
FDK57,OUT017,2063.969592
FDR02,OUT027,3167.528592
FDX49,OUT046,3766.579608
FDQ20,OUT046,725.8207113
DRK23,OUT045,3970.524783
NCW06,OUT046,3005.423492
FDR31,OUT017,2557.312946
NCE43,OUT013,2673.240952
DRO59,OUT027,2701.494904
FDN09,OUT049,3957.31144
FDR11,OUT046,2598.735175
FDO57,OUT013,2586.381494
NCX18,OUT017,3237.04631
FDB05,OUT018,3628.120462
FDQ08,OUT018,799.0053312
NCG43,OUT035,1527.117035
FDJ56,OUT013,1679.77061
FDA13,OUT010,1282.840232
FDO56,OUT017,2088.582749
FDB37,OUT018,3560.887409
FDZ02,OUT018,1284.806058
FDQ24,OUT046,3947.302306
FDM16,OUT013,1264.316384
FDU35,OUT049,1708.758073
FDT35,OUT035,2778.257103
NCX30,OUT049,3978.774807
FDG04,OUT017,3101.676816
FDI12,OUT035,1485.293006
FDE35,OUT035,1114.440975
NCP14,OUT027,3109.968659
NCY53,OUT045,1747.098346
FDP49,OUT017,1105.769635
FDQ04,OUT017,828.696021
FDM39,OUT035,2847.560069
FDO58,OUT019,685.1679496
FDC56,OUT017,2077.329085
NCQ54,OUT046,2636.523189
FDV10,OUT027,2200.894378
NCK17,OUT046,682.0618765
NCF55,OUT027,2046.12754
FDV33,OUT013,4176.200221
NCH29,OUT019,345.2791967
FDA37,OUT027,3531.720117
FDH46,OUT018,1406.203219
FDS25,OUT035,1883.517733
FDH04,OUT027,2930.294611
FDX52,OUT046,3057.903069
NCD42,OUT017,777.1192056
FDW47,OUT017,2107.146467
FDL25,OUT027,2986.947856
NCJ06,OUT010,17.92367736
FDY09,OUT013,2790.380856
FDS40,OUT046,606.0923875
FDH41,OUT017,3520.925579
FDG38,OUT035,1501.37831
FDU03,OUT027,4356.46417
FDV20,OUT046,2118.764267
DRB13,OUT045,3044.537745
NCQ30,OUT013,1933.365858
NCH06,OUT013,3866.288237
FDU50,OUT018,1529.324775
NCO42,OUT019,393.1893509
FDW09,OUT018,1065.039548
FDH04,OUT013,1529.026774
FDC21,OUT045,1796.677889
FDL21,OUT049,825.9204955
FDM46,OUT010,447.4704328
FDT22,OUT019,933.7835612
FDB28,OUT035,3143.075597
FDI12,OUT018,1192.836716
FDA28,OUT045,2026.211953
FDF59,OUT013,2102.297901
FDM45,OUT027,3437.141112
FDQ56,OUT017,1518.257288
FDR46,OUT049,2399.924021
FDT01,OUT013,3439.186942
FDD16,OUT027,2649.800588
NCU30,OUT010,625.7542321
FDM40,OUT010,314.5666052
FDI56,OUT035,1582.098388
NCS30,OUT013,2034.244969
FDU08,OUT017,1778.539576
FDX51,OUT027,4597.853081
FDA43,OUT045,3137.740975
FDX59,OUT010,1326.553709
FDC37,OUT018,1437.349744
FDP58,OUT013,3473.167179
NCY42,OUT035,2301.057543
FDF21,OUT018,2807.030396
FDU10,OUT027,2136.557365
DRL47,OUT018,1723.619467
FDA58,OUT018,3471.221819
FDJ22,OUT049,3145.177846
FDK50,OUT046,2593.867509
FDO38,OUT035,1346.37173
DRF60,OUT035,3817.623979
NCZ42,OUT019,1817.684766
FDD35,OUT049,2037.189875
FDL25,OUT045,1523.85842
FDJ16,OUT013,943.8787622
DRK59,OUT049,3810.838603
FDI50,OUT046,3733.681575
NCB19,OUT045,1361.435628
DRI37,OUT035,1000.985627
FDA14,OUT027,3759.151721
FDC08,OUT018,3386.56583
FDS45,OUT046,1728.447282
FDI21,OUT049,1177.941249
DRJ47,OUT035,2822.001182
DRE37,OUT027,4415.908371
FDT55,OUT018,2317.13506
NCG42,OUT027,3484.979956
FDA31,OUT049,2842.77369
NCW42,OUT046,3475.834938
FDF50,OUT017,3259.592609
FDK56,OUT049,3079.776205
FDX10,OUT035,701.7182282
NCK07,OUT027,4032.767143
FDZ49,OUT017,3712.211691
FDR33,OUT013,1780.91109
FDO44,OUT018,1533.255245
FDA20,OUT046,2996.046081
NCL30,OUT045,1997.912849
FDI05,OUT019,696.561516
FDQ12,OUT018,3345.008437
FDH47,OUT017,1754.454836
FDH34,OUT018,2673.272625
FDF29,OUT046,2127.081667
FDG40,OUT018,291.7650094
NCE18,OUT017,4053.582791
FDP21,OUT010,1132.567271
FDY50,OUT013,1406.37318
FDB36,OUT049,2210.658129
NCZ29,OUT049,2122.776389
FDU20,OUT018,1710.323039
FDO56,OUT013,1999.203449
FDW31,OUT049,3310.917282
DRH59,OUT013,1255.093949
NCB30,OUT017,3245.489005
FDK43,OUT027,3507.656448
FDW43,OUT045,3692.328645
NCL19,OUT017,2385.712981
FDJ27,OUT046,1647.488856
FDC45,OUT046,2715.305976
FDY40,OUT035,912.4911459
NCM41,OUT035,1531.890933
NCK18,OUT019,700.8996961
FDP37,OUT049,2161.724023
FDA27,OUT027,5485.896528
NCX30,OUT035,3929.44812
FDR09,OUT017,4186.064141
FDG08,OUT027,4245.267411
NCU30,OUT013,2624.720532
FDB16,OUT017,1522.897316
FDM16,OUT017,1369.289466
FDC48,OUT013,1370.707519
NCF18,OUT046,2969.866484
FDU46,OUT018,1177.856438
FDH41,OUT018,3091.768316
NCN42,OUT010,381.5311331
FDU49,OUT046,1503.982348
FDB20,OUT027,2753.65969
